Area,MjrAxisLength,MnrAxisLength,Eccentricity,ConvexArea,EquivDiameter,Solidity,Extent,Perimeter,ConvexPerim,FibLen,InscribeR,BlebLen,Class
630.521,34.2181,24.8197,0.68839,741.6374,28.3338,0.85017,0.55329,118.5576,101.9278,44.203,10.582,10.1624,3
630.9517,37.4738,22.6601,0.79646,743.3602,28.3435,0.84878,0.53389,124.6418,104.8534,47.1465,9.7561,22.1345,3
629.6596,36.9631,22.9343,0.78423,739.9147,28.3144,0.85099,0.52971,130.3572,103.7404,45.9659,9.844,22.1345,3
630.0903,32.4053,26.2248,0.58743,749.3897,28.3241,0.8408,0.65723,126.2109,101.5682,45.6747,11.1565,9.2343,3
631.3824,34.1452,24.8989,0.68429,747.667,28.3531,0.84447,0.5553,128.1482,103.2685,47.5502,10.3765,12.9001,3
628.7983,33.329,25.4346,0.64624,749.8204,28.2951,0.8386,0.54991,128.4087,101.1908,43.6127,10.5207,20.9345,3
550.8445,33.8473,22.1055,0.75728,739.0533,26.4831,0.74534,0.50196,126.5141,100.1474,42.2342,9.1171,18.4221,3
549.9831,34.8052,21.4579,0.78734,751.5431,26.4624,0.73181,0.5663,139.8717,101.265,44.7466,8.8047,16.4533,3
550.8445,36.5076,20.4982,0.82749,735.6078,26.4831,0.74883,0.49344,138.1182,102.5683,45.5621,8.7557,16.4533,3
551.7059,40.5227,18.4273,0.89062,736.8999,26.5038,0.74868,0.45185,141.576,106.8347,48.8435,7.6533,29.7844,3
551.7059,31.8211,23.5691,0.67186,739.484,26.5038,0.74607,0.52414,128.6798,98.6058,41.4187,9.4648,10.6595,3
552.1366,34.4583,21.8976,0.77212,746.8056,26.5142,0.73933,0.48894,133.1076,101.1902,43.3875,8.8291,21.253,3
550.8445,31.7839,23.5465,0.67169,734.7465,26.4831,0.74971,0.53115,136.2734,98.5198,42.7972,9.7561,10.1624,3
574.9628,33.7331,23.1827,0.72643,662.8223,27.0567,0.86745,0.59705,106.313,96.7328,42.3468,9.9959,10.8187,3
574.5321,33.1958,23.5277,0.70545,665.8371,27.0466,0.86287,0.62191,113.7438,96.446,42.8438,9.7561,11.8594,3
576.6855,33.4472,23.4334,0.71355,673.1587,27.0972,0.85669,0.62424,117.6952,97.1082,42.9564,9.3963,11.7002,3
573.6708,34.3338,22.7668,0.74853,658.5155,27.0263,0.87116,0.51708,111.508,97.1955,45.0844,9.7561,14.3719,3
573.2401,32.8803,23.7076,0.69291,655.9314,27.0161,0.87393,0.53432,113.3914,95.8928,42.9564,10.0389,16.3873,3
574.9628,32.0312,24.3216,0.65073,661.5302,27.0567,0.86914,0.63571,106.6818,95.0396,40.6032,10.188,10.275,3
575.3935,32.4602,24.1366,0.66865,671.436,27.0668,0.85696,0.59272,109.7321,95.751,41.4187,9.9959,10.275,3
761.0182,37.6932,26.2002,0.71892,848.447,31.1281,0.89695,0.61783,130.3729,105.32,43.0497,12.0474,13.9408,3
764.033,40.3228,24.5969,0.7924,848.447,31.1897,0.90051,0.61597,129.4509,107.0893,46.9406,10.582,16.4533,3
761.4489,44.4114,22.2819,0.86503,851.4618,31.1369,0.89428,0.55423,140.1054,111.334,51.29,10.0175,27.8156,3
760.5875,41.7907,23.6084,0.82515,855.3379,31.1193,0.88922,0.58399,134.7095,108.6906,49.6123,11.001,25.5284,3
761.0182,34.848,28.3827,0.5802,855.7686,31.1281,0.88928,0.63107,137.1089,104.039,43.7719,12.4518,12.6749,3
763.6023,44.2687,22.4043,0.86248,855.7686,31.1809,0.8923,0.54587,139.0416,111.5296,51.6278,10.2722,27.3846,3
761.0182,38.9529,25.3338,0.75962,841.1254,31.1281,0.90476,0.70119,131.4328,105.1888,46.4436,11.629,18.6939,3
727.4249,54.7809,18.4567,0.94153,829.4969,30.4333,0.87695,0.38213,143.1504,127.4769,63.262,7.9025,25.7809,3
729.1476,52.8737,19.1776,0.9319,841.9867,30.4693,0.86598,0.60357,144.8587,125.8185,63.5065,8.5566,25.4158,3
726.1328,58.0103,17.4145,0.95388,845.4322,30.4063,0.85889,0.41456,156.3873,132.8313,68.8033,7.3373,41.7098,3
727.4249,54.0684,18.6905,0.93835,844.5708,30.4333,0.8613,0.40445,149.1854,127.1553,63.9842,7.9025,38.4751,3
727.4249,56.0995,18.0351,0.94691,841.556,30.4333,0.86438,0.36598,146.9771,129.9077,66.1589,7.9025,37.3685,3
726.1328,56.5711,17.8458,0.94894,840.6947,30.4063,0.86373,0.50179,156.6262,130.1551,66.2248,7.9025,38.2499,3
728.2862,49.0391,20.6921,0.90662,843.7095,30.4513,0.8632,0.52976,149.1585,120.695,59.5223,8.6318,26.9535,3
886.3472,51.074,23.7749,0.88505,1077.1401,33.5936,0.82287,0.67697,143.5179,128.0216,58.2564,10.5207,34.6501,3
886.7778,47.2349,25.7375,0.83851,1077.5707,33.6018,0.82294,0.51066,152.5337,125.8421,55.9031,11.001,29.1282,3
885.0551,53.4203,22.7301,0.90496,1095.2288,33.5691,0.8081,0.49163,156.9845,133.8669,64.6405,9.3963,43.069,3
884.6244,44.6524,27.1456,0.79399,1083.6003,33.561,0.81638,0.50754,152.5173,124.5545,55.7906,11.1372,28.4719,3
888.9313,60.0896,20.2515,0.9415,1076.2787,33.6426,0.82593,0.40008,162.7216,137.7986,66.8811,9.1171,40.378,3
885.4858,44.1134,27.5831,0.7804,1087.0458,33.5773,0.81458,0.5064,157.3205,124.4948,56.7186,11.1372,34.8753,3
885.4858,52.0786,23.3303,0.89404,1089.1992,33.5773,0.81297,0.67632,149.1356,128.3956,59.0719,10.5002,37.4344,3
759.2955,42.2127,23.6625,0.82812,854.0459,31.0928,0.88906,0.60982,135.839,109.0371,49.2279,10.3765,22.6781,3
755.85,43.2923,23.0146,0.84699,850.1697,31.0222,0.88906,0.60916,142.2336,110.7526,50.1093,10.5207,25.0313,3
760.1568,42.4309,23.5962,0.83111,856.1993,31.1105,0.88783,0.65858,146.4941,109.3141,49.6783,10.2722,20.6627,3
757.142,41.8449,23.7646,0.82308,847.1549,31.0487,0.89375,0.6342,140.1277,108.7825,48.2065,10.582,19.7346,3
760.1568,39.0879,25.6002,0.75568,853.6152,31.1105,0.89051,0.66856,134.4385,106.6706,45.8533,11.6105,20.8686,3
764.8943,42.094,23.938,0.82256,862.2289,31.2073,0.88711,0.63542,145.2511,109.6343,49.7909,10.0389,25.8002,3
756.2807,45.5162,21.9322,0.87625,860.0754,31.0311,0.87932,0.57839,154.0543,113.6349,53.2314,9.9311,20.119,3
794.1808,47.048,23.5265,0.866,919.0791,31.7991,0.8641,0.5158,135.3881,120.3485,56.7186,10.8234,25.078,3
794.6115,51.2963,21.563,0.90736,935.8758,31.8077,0.84906,0.45132,155.3176,127.5129,63.7124,9.7561,30.9844,3
794.1808,45.1293,24.5974,0.83841,944.4895,31.7991,0.84086,0.55375,151.7521,120.592,57.6001,11.1565,25.4158,3
795.0422,48.0199,23.0353,0.87743,922.5246,31.8163,0.86181,0.51278,148.0127,122.0253,59.0719,10.5207,25.6876,3
793.7502,42.2385,26.2076,0.78423,914.3416,31.7905,0.86811,0.58788,137.8524,115.4698,52.8937,11.4612,18.4221,3
795.9036,42.6392,26.0279,0.79208,929.4155,31.8336,0.85635,0.57463,149.8581,116.5323,54.8625,11.6105,19.2842,3
792.4581,54.4602,20.3395,0.92764,936.7372,31.7646,0.84598,0.42721,159.6817,132.3326,67.584,9.1407,31.6406,3
752.8352,38.3027,27.2115,0.70377,862.2289,30.9603,0.87313,0.58481,121.5107,108.2883,45.197,11.1565,13.106,3
751.5431,45.7693,22.7879,0.86724,876.8721,30.9337,0.85707,0.54788,141.6522,114.7965,52.9403,9.7561,23.9907,3
753.2659,37.5131,27.8874,0.66884,873.8573,30.9691,0.862,0.63925,137.2014,108.5101,46.4436,11.001,22.2937,3
753.6966,36.9478,28.2833,0.64345,885.9165,30.978,0.85075,0.60345,132.4251,108.9229,47.4843,11.1565,22.2937,3
752.8352,40.1325,26.0135,0.76148,873.4266,30.9603,0.86193,0.58481,127.7735,110.015,47.3717,10.582,19.2376,3
752.8352,37.2926,27.9653,0.66156,857.922,30.9603,0.87751,0.60694,123.4428,107.344,43.3875,11.1565,15.4126,3
754.5579,39.007,26.833,0.7258,871.2732,30.9957,0.86604,0.63617,127.4473,109.2163,47.325,11.1565,19.8938,3
775.6614,40.9832,25.8821,0.77535,921.6632,31.4261,0.84159,0.59735,133.8472,114.2472,49.8375,11.1758,18.1969,3
775.2308,35.5459,29.7878,0.54565,929.4155,31.4174,0.83411,0.58824,141.4448,112.9609,45.6747,11.8855,10.0499,3
775.6614,40.9956,25.8621,0.7759,924.678,31.4261,0.83884,0.58436,137.2394,114.6869,49.7249,11.1372,18.4687,3
775.6614,39.7886,26.6348,0.7429,925.5394,31.4261,0.83806,0.64971,140.9729,113.6126,47.5502,11.2143,20.2316,3
774.3694,39.9345,26.574,0.74645,921.2325,31.4,0.84058,0.64329,143.5731,114.0306,50.2219,11.001,18.8065,3
776.0921,35.3808,29.9766,0.53118,921.6632,31.4349,0.84206,0.57535,142.5099,111.3879,44.9718,11.6105,15.0281,3
776.9535,46.0573,23.0927,0.86522,928.9848,31.4523,0.83635,0.50617,147.508,119.9902,55.678,10.582,18.4221,3
815.2843,38.518,27.4744,0.70087,866.9664,32.2188,0.94039,0.66772,115.8222,106.7258,44.2223,12.6746,13.9408,3
813.9923,35.3521,29.9223,0.53254,872.1346,32.1933,0.93333,0.77206,123.0464,105.1888,42.7778,13.076,6.9937,3
813.9923,40.0608,26.4093,0.75194,877.7335,32.1933,0.92738,0.6383,126.4931,108.6749,47.2784,12.1009,23.447,3
814.8537,38.5491,27.4553,0.70196,877.7335,32.2103,0.92836,0.65286,119.1981,107.3938,45.694,12.7424,12.6283,3
813.5616,35.7156,29.6071,0.5593,877.7335,32.1848,0.92689,0.70511,124.8807,106.0032,43.003,13.3852,8.3063,3
814.423,40.4017,26.1635,0.76199,877.3028,32.2018,0.92833,0.6566,120.0604,108.2457,47.5502,12.3301,17.925,3
815.2843,38.8004,27.2902,0.71085,876.4414,32.2188,0.93022,0.643,119.16,107.8493,44.8785,12.6746,13.9408,3
1811.8865,60.5369,42.4494,0.71295,2223.1895,48.0309,0.81499,0.58431,207.7033,176.5812,81.9752,18.1988,37.547,3
1811.4559,64.6527,39.7924,0.78815,2243.001,48.0252,0.8076,0.49471,232.4747,183.5468,89.0622,17.2262,34.5842,3
1812.7479,62.3278,41.2518,0.74963,2240.8476,48.0423,0.80896,0.5424,222.445,176.6101,80.119,17.6339,39.6284,3
1813.1786,71.5924,35.9497,0.86478,2237.4021,48.048,0.81039,0.50221,231.863,185.2065,86.4372,16.2351,50.6064,3
1810.5945,60.664,42.3637,0.71577,2238.6941,48.0138,0.80877,0.54597,224.5509,176.8437,79.1249,18.1039,39.6284,3
1815.7627,52.8907,48.706,0.38985,2241.2782,48.0822,0.81015,0.6096,230.8091,175.1972,84.7868,18.6546,32.5221,3
1808.4411,60.4782,42.5744,0.71024,2237.8328,47.9852,0.80812,0.54703,221.0182,177.7868,78.7212,18.1514,32.728,3
712.7816,34.5275,26.72,0.63334,775.2308,30.1254,0.91944,0.6385,116.3381,99.2575,39.2906,12.0474,10.275,3
711.0589,34.7338,26.5348,0.64528,772.6466,30.089,0.92029,0.75595,120.9405,99.495,40.3313,11.831,9.0751,3
712.3509,34.4958,26.7546,0.63124,774.3694,30.1163,0.91991,0.63812,116.403,99.5016,39.6751,12.0474,8.0344,3
711.9202,36.0206,25.6076,0.70328,787.7206,30.1072,0.90377,0.72532,128.1705,100.7275,42.7312,11.8128,17.2221,3
711.4896,35.2664,26.1257,0.67171,782.1217,30.0981,0.90969,0.69852,125.1307,100.0929,42.0283,11.831,10.1624,3
714.935,32.5006,28.5179,0.47965,787.7206,30.1709,0.9076,0.66506,126.2975,99.4373,40.5565,12.2072,7.9218,3
711.9202,31.601,29.1526,0.38595,783.4137,30.1072,0.90874,0.63552,120.5657,99.3664,39.8343,12.6064,5.522,3
2187.8735,70.0282,47.5617,0.73397,2709.8622,52.7796,0.80737,0.50113,216.6055,198.6186,87.1787,18.2461,35.419,3
2189.5962,72.3251,46.0987,0.77055,2746.0396,52.8004,0.79737,0.56843,236.3237,200.38,91.0117,18.3871,45.8533,3
2184.428,68.0801,48.8692,0.69623,2737.8566,52.738,0.79786,0.50428,226.4987,198.2406,85.2099,17.9246,39.1973,3
2188.3041,70.4757,47.2837,0.74153,2736.1339,52.7848,0.79978,0.4959,223.3893,199.6293,87.7883,18.4922,35.8034,3
2187.4428,73.1781,45.5064,0.78313,2711.5849,52.7744,0.8067,0.51303,243.303,203.4914,96.984,17.2262,34.5842,3
2190.4576,77.6147,42.9842,0.83264,2719.3372,52.8108,0.80551,0.50942,240.0197,203.9514,89.2021,17.9246,44.2962,3
2188.7348,69.4338,48.0115,0.7224,2718.0451,52.79,0.80526,0.50133,224.1821,197.8088,81.6567,17.8523,36.7315,3
781.2603,37.356,27.4851,0.67724,850.1697,31.5394,0.91895,0.66301,121.2548,105.0536,41.5313,11.1758,13.4438,3
782.1217,41.45,24.8168,0.80096,867.8278,31.5567,0.90124,0.59076,136.637,108.8809,48.2998,10.6023,29.8311,3
778.2455,36.9934,27.6967,0.66292,849.3084,31.4785,0.91633,0.70807,132.5117,105.9054,46.828,11.831,12.7875,3
780.399,39.8627,25.6464,0.76556,853.6152,31.522,0.91423,0.65086,126.3625,106.7034,46.3969,10.582,24.9654,3
780.8296,38.4624,26.6944,0.71994,844.1402,31.5307,0.925,0.66265,123.6482,105.173,43.0497,10.8234,17.3347,3
780.8296,35.5964,28.8601,0.58538,867.8278,31.5307,0.89975,0.67675,133.2015,106.0629,43.6127,11.4612,12.4031,3
783.8444,34.8818,29.5602,0.53089,859.6448,31.5915,0.91182,0.64815,131.9421,104.9893,41.1468,11.7396,10.9313,3
743.3602,35.8178,28.4704,0.60678,820.0219,30.7648,0.90651,0.68492,121.8303,105.5149,47.0339,11.629,15.3,3
743.3602,41.6233,24.5048,0.80833,835.0958,30.7648,0.89015,0.59931,136.2183,111.0991,53.981,10.3765,25.4158,3
745.0829,35.1536,29.0779,0.56196,833.8037,30.8005,0.8936,0.58249,130.0481,106.0747,44.7659,11.3289,20.6627,3
744.2215,37.7795,26.9924,0.69966,832.081,30.7827,0.89441,0.5928,134.3794,107.1983,47.8221,11.629,21.5908,3
742.9295,36.5322,27.9143,0.64509,829.9276,30.7559,0.89517,0.63048,126.8836,106.0091,46.0592,11.3289,13.9874,3
743.3602,38.7961,26.293,0.73532,823.898,30.7648,0.90225,0.61864,125.7765,107.7246,49.1153,11.1758,21.5248,3
742.9295,38.8866,26.2526,0.73772,839.4026,30.7559,0.88507,0.6439,132.7394,108.3093,49.3871,11.1372,21.6374,3
722.6873,39.3671,25.4265,0.76344,831.2196,30.334,0.86943,0.58836,150.1285,106.6116,48.4124,10.3765,24.7595,3
723.118,44.4907,22.5162,0.86248,839.4026,30.3431,0.86147,0.5397,150.6017,112.3749,56.7653,9.1171,26.2313,3
724.8408,46.1272,21.7328,0.88205,829.9276,30.3792,0.87338,0.52332,152.6361,112.5718,55.4528,9.7561,32.8406,3
725.7021,34.1828,29.3925,0.51053,826.4821,30.3972,0.87806,0.63585,148.6486,103.5507,45.6281,10.8631,21.4782,3
727.4249,41.8009,24.0179,0.81845,840.6947,30.4333,0.86527,0.57449,147.8335,109.9703,50.5871,9.7561,23.3344,3
723.118,39.7479,25.1707,0.77394,843.7095,30.3431,0.85707,0.6057,151.2094,107.844,50.9249,10.5207,19.5094,3
725.2714,39.1709,25.663,0.7555,836.8185,30.3882,0.8667,0.6173,149.635,106.5472,47.325,10.3765,23.1751,3
294.8343,23.7299,16.4517,0.72066,337.0361,19.3751,0.87479,0.60284,80.0525,66.2465,28.2944,7.0099,8.9935,4
295.1234,22.3068,17.5581,0.6168,343.1062,19.3846,0.86015,0.64825,81.6896,66.0062,25.883,7.0099,5.7295,4
293.389,21.2883,18.2646,0.5137,339.9266,19.3276,0.8631,0.68767,85.4864,65.4234,25.6985,7.0715,4.4315,4
294.2562,22.2313,17.5693,0.61272,345.7077,19.3561,0.85117,0.64268,87.8918,67.1933,28.2022,7.5461,9.6234,4
294.5453,24.4263,15.9867,0.75607,339.3485,19.3656,0.86797,0.58597,82.7337,67.096,28.7398,6.5627,10.6987,4
293.9671,23.8744,16.3539,0.72855,346.2858,19.3466,0.84891,0.57264,89.4305,67.4476,29.147,6.4963,7.1197,4
297.4358,22.22,17.6915,0.60504,345.1296,19.4604,0.86181,0.65333,81.1202,66.1573,26.3284,7.0099,9.0476,4
171.4086,16.5459,13.4257,0.58446,184.1269,14.7731,0.93093,0.68161,50.7733,47.7809,18.3943,5.8154,2.8186,4
171.9867,17.1358,13.0287,0.64955,189.0408,14.798,0.90979,0.68866,56.0024,48.7723,18.9319,5.7152,2.8186,4
171.1195,17.856,12.4257,0.71815,188.7518,14.7606,0.90658,0.66071,57.0739,49.0921,20.9902,5.3764,4.7465,4
171.9867,18.3555,12.1445,0.74983,187.5956,14.798,0.9168,0.7,57.2207,49.0701,20.0072,5.4032,6.4898,4
170.8305,16.9193,13.155,0.62887,191.9314,14.7482,0.89006,0.6633,59.3997,49.4878,19.4696,5.7152,3.4485,4
172.2757,16.423,13.641,0.55687,192.2204,14.8104,0.89624,0.71207,57.5809,48.4653,19.5618,6.011,2.3732,4
172.2757,16.6376,13.4397,0.58948,186.7284,14.8104,0.9226,0.745,53.8368,47.8561,18.8015,5.9384,2.1505,4
270.8429,21.0287,17.4329,0.55924,313.9118,18.5701,0.8628,0.56041,77.2648,64.3927,26.0134,6.9893,7.3424,4
270.2648,23.1432,15.8376,0.72917,320.8491,18.5503,0.84234,0.6309,85.46,66.3127,29.9456,6.474,12.8492,4
270.5538,20.6548,17.7726,0.50952,328.6535,18.5602,0.82322,0.61579,87.7235,65.4901,29.2775,7.2332,8.1028,4
271.1319,21.5522,17.0524,0.61154,316.5133,18.58,0.85662,0.6381,82.8584,64.8809,28.6476,6.8006,8.195,4
270.8429,21.44,17.2718,0.59248,319.4038,18.5701,0.84796,0.54477,77.5756,64.6379,26.0134,6.7366,8.9553,4
270.8429,21.6918,17.0269,0.61956,319.4038,18.5701,0.84796,0.54795,81.209,65.4336,26.9583,7.0715,8.9553,4
272.8663,23.8123,15.496,0.75929,320.56,18.6393,0.85122,0.63698,83.5342,66.5616,30.076,6.474,8.2332,4
235.8674,18.5761,16.8935,0.41588,267.0852,17.3296,0.88312,0.68687,68.532,58.0293,24.6614,6.9893,6.1749,4
235.0003,19.6059,15.8887,0.58587,266.5071,17.2977,0.88178,0.61128,70.9245,59.0255,24.4005,6.8006,5.9522,4
237.8908,19.969,15.8234,0.61,271.71,17.4038,0.87553,0.58618,69.7729,59.5906,25.7907,7.0099,4.7465,4
237.6018,21.1346,15.0173,0.70364,274.0225,17.3932,0.86709,0.63475,76.7267,60.5417,26.812,6.474,6.7125,4
237.3127,20.279,15.5662,0.64093,272.2882,17.3826,0.87155,0.65262,70.1992,59.3411,24.0315,6.4963,6.0445,4
235.5784,19.0839,16.4719,0.50498,278.9364,17.319,0.84456,0.64683,76.9804,59.2433,23.8629,6.4963,5.7295,4
236.1565,21.9744,14.3241,0.75835,273.7334,17.3402,0.86272,0.61894,74.1256,60.7105,27.1651,6.0827,7.7878,4
218.2352,17.3291,16.2422,0.34857,235.8674,16.6693,0.92525,0.67291,58.7277,53.89,20.5448,7.0099,1.8356,4
217.9461,18.65,15.1179,0.58559,241.0704,16.6583,0.90408,0.67321,64.3836,54.6771,21.5279,6.5627,3.6712,4
217.9461,17.6231,15.9969,0.41957,239.047,16.6583,0.91173,0.71402,62.4094,54.2099,20.7675,6.8006,7.3424,4
217.368,18.8503,14.9201,0.61116,242.2266,16.6362,0.89737,0.67023,68.9815,55.2771,22.6031,6.4963,4.9692,4
218.8133,17.5287,16.1361,0.39061,241.0704,16.6914,0.90767,0.69513,64.3793,54.3701,19.9149,6.8006,3.1336,4
218.2352,19.5363,14.4511,0.67294,242.5157,16.6693,0.89988,0.65538,64.5169,55.9352,24.3465,6.474,6.897,4
218.8133,17.8775,15.8179,0.46598,239.047,16.6914,0.91536,0.67589,61.4046,54.0368,21.6201,6.8006,4.2088,4
226.3287,18.5319,15.7034,0.531,234.4222,16.9756,0.96547,0.72166,54.2771,53.5658,15.6679,7.173,0,4
226.0396,20.9189,13.8845,0.74797,238.758,16.9647,0.94673,0.64309,56.3621,55.3174,22.6031,6.4963,5.1919,4
226.9068,19.9182,14.6655,0.67667,240.7814,16.9973,0.94238,0.68439,57.0024,54.6906,21.4896,6.6502,4.4315,4
226.3287,19.0696,15.318,0.59562,238.1799,16.9756,0.95024,0.67969,56.6513,54.7884,21.7123,6.843,7.1197,4
226.9068,18.4889,15.7881,0.5204,238.758,16.9973,0.95036,0.70341,55.5438,53.7432,18.4483,6.9893,3.2258,4
226.6177,22.4166,13.0069,0.81445,242.5157,16.9864,0.93445,0.6252,60.3417,57.2605,25.6445,6.011,7.0275,4
226.6177,19.766,14.748,0.6658,242.2266,16.9864,0.93556,0.68352,58.9277,55.282,22.3804,6.843,4.2088,4
266.7961,20.8275,16.7857,0.592,291.6547,18.4308,0.91477,0.73254,68.2917,62.4664,25.4218,7.4691,5.1919,4
266.5071,21.2255,16.4572,0.63153,297.1467,18.4208,0.89689,0.60778,71.9783,62.8137,26.0516,7.2332,9.0476,4
267.6633,24.0157,14.6571,0.79216,296.8577,18.4608,0.90166,0.52764,76.9896,64.696,27.9413,6.474,12.6265,4
266.7961,20.1469,17.3457,0.50867,295.1234,18.4308,0.90402,0.67471,72.1336,61.9196,25.1991,7.4884,7.9723,4
267.0852,20.5794,17.02,0.56214,291.9438,18.4408,0.91485,0.58333,69.6304,62.268,24.8077,7.4884,5.8218,4
266.5071,21.0234,16.64,0.61117,291.6547,18.4208,0.91378,0.5854,73.5035,62.1702,26.4206,7.2132,7.7496,4
267.6633,21.1677,16.592,0.62097,297.4358,18.4608,0.8999,0.5716,78.0568,62.7304,26.4206,7.2332,5.5991,4
234.1331,19.7374,15.7595,0.60205,268.2414,17.2658,0.87284,0.72581,69.6659,58.0024,24.4005,6.4963,5.0614,4
234.4222,21.6201,14.4149,0.7453,271.1319,17.2764,0.86461,0.63015,76.2643,59.2567,26.812,6.2929,11.5513,4
234.1331,19.8124,15.7391,0.60738,272.8663,17.2658,0.85805,0.70312,73.2455,58.8072,26.497,6.2929,6.4898,4
234.4222,19.2144,16.224,0.53577,272.2882,17.2764,0.86093,0.61161,75.331,59.4212,26.812,6.5406,6.9352,4
234.4222,20.2057,15.4631,0.64369,270.5538,17.2764,0.86645,0.70706,71.8933,58.5626,26.5893,6.4963,6.1749,4
234.7112,19.6508,15.905,0.58728,273.4444,17.2871,0.85835,0.68581,72.5293,58.8207,26.9965,6.4516,6.5821,4
233.8441,18.3024,16.9985,0.37068,270.8429,17.2551,0.86339,0.59267,76.9498,58.7368,24.0474,6.5406,4.9692,4
136.4331,14.1994,12.4216,0.48448,147.9953,13.18,0.92188,0.67429,47.354,42.4539,16.9658,5.2951,4.2088,4
137.0112,15.3452,11.5968,0.65488,150.5967,13.2079,0.90979,0.67714,53.0147,42.841,19.2086,5.0721,3.6712,4
136.4331,15.9132,11.1268,0.71491,151.753,13.18,0.89905,0.69822,51.6271,43.3787,19.2468,4.9568,4.2088,4
137.0112,16.4348,10.8092,0.75328,149.4405,13.2079,0.91683,0.65379,54.7266,43.4099,19.5618,4.8088,4.7465,4
135.566,15.1125,11.6561,0.63649,150.5967,13.138,0.90019,0.69481,52.7524,42.5916,16.6509,4.8685,3.8939,4
137.0112,14.3042,12.4063,0.49775,149.4405,13.2079,0.91683,0.70222,49.2615,42.4894,17.1885,5.2951,4.9692,4
137.5893,16.5606,10.7349,0.76146,147.7062,13.2357,0.93151,0.63467,50.1733,43.4636,19.1546,4.9568,5.4146,4
389.9328,25.9006,19.3103,0.66645,406.987,22.2818,0.9581,0.74407,73.4498,71.382,25.2531,8.8669,5.914,4
390.5109,28.5312,17.5861,0.78745,414.5024,22.2983,0.94212,0.68929,85.0149,74.4944,34.8225,8.189,7.4729,4
389.3547,25.9237,19.2902,0.66805,413.0571,22.2653,0.94262,0.72811,78.5235,72.2487,26.7738,8.8669,9.9384,4
388.4876,24.057,20.7293,0.50746,412.768,22.2405,0.94118,0.69565,78.4256,71.4132,26.2743,9.1871,3.1336,4
389.6438,25.9,19.2989,0.66692,412.479,22.2735,0.94464,0.68496,80.0891,72.267,29.9074,8.9481,5.9522,4
389.9328,26.8857,18.6253,0.72117,413.0571,22.2818,0.94402,0.72449,81.9912,73.0401,30.2065,8.4153,11.0136,4
390.2219,27.4202,18.2694,0.74571,416.8148,22.29,0.9362,0.72973,80.3998,73.3336,29.2234,8.5008,5.7295,4
198.2905,17.7311,15.1895,0.51588,226.9068,15.8893,0.87389,0.56741,61.0976,54.3174,22.6572,6.011,4.9692,4
199.1577,18.8336,14.4033,0.64431,232.1098,15.9241,0.85803,0.67285,65.3976,55.4325,24.8841,6.2929,10.476,4
196.5562,18.7235,14.292,0.64603,227.4849,15.8197,0.86404,0.66667,64.375,55.1879,23.5862,6.011,6.0445,4
196.5562,17.9018,14.9114,0.55335,228.6411,15.8197,0.85967,0.55921,64.6772,54.6814,23.6402,6.2699,5.7295,4
199.4467,17.4,15.5812,0.44512,230.3754,15.9356,0.86575,0.69556,66.6336,54.4363,21.0284,5.6131,6.8048,4
199.7358,17.233,15.6776,0.41517,226.9068,15.9471,0.88025,0.6556,64.3304,53.8228,20.898,6.011,4.9692,4
198.0015,17.5056,15.4795,0.467,234.4222,15.8778,0.84464,0.7128,68.6121,54.8631,22.7336,5.8154,6.0445,4
295.1234,21.1939,17.8048,0.54244,307.2636,19.3846,0.96049,0.74635,66.2422,61.0132,20.8057,8.0646,1.8356,4
294.8343,21.2952,17.7267,0.55413,310.1541,19.3751,0.95061,0.68826,70.7734,61.6003,26.7197,8.189,8.4177,4
294.8343,23.09,16.3573,0.7058,314.2009,19.3751,0.93836,0.69106,72.5428,62.5917,25.6445,7.3127,4.6542,4
295.9905,24.0555,15.7568,0.75561,308.7089,19.4131,0.9588,0.67725,68.4299,63.0454,23.8089,7.2332,4.4315,4
295.1234,20.6835,18.265,0.46924,311.5994,19.3846,0.94712,0.7458,69.875,61.0175,22.0655,8.3637,1.5207,4
294.8343,21.9668,17.1947,0.62233,313.9118,19.3751,0.93923,0.73171,71.6847,62.0712,25.0686,7.9925,4.7465,4
294.2562,24.6329,15.3021,0.78365,313.0447,19.3561,0.93998,0.66974,71.5336,63.8497,26.9806,7.2332,6.5821,4
303.795,22.3152,17.8604,0.59951,320.8491,19.6673,0.94685,0.67894,70.3062,65.1971,27.1269,8.3982,6.0445,4
304.6621,22.7651,17.5994,0.6343,330.3879,19.6954,0.92213,0.68442,76.367,66.0863,27.795,8.3464,6.8048,4
303.795,24.2582,16.4493,0.73498,327.2083,19.6673,0.92845,0.64085,74.1256,67.1132,29.0389,7.7539,8.5482,4
303.5059,23.7994,16.7511,0.71035,327.7864,19.658,0.92593,0.58528,75.4154,66.4605,28.164,7.3127,6.5821,4
304.3731,24.0723,16.6197,0.72342,325.763,19.686,0.93434,0.60552,74.7751,66.6024,28.164,7.4691,10.3456,4
304.3731,21.8555,18.267,0.54902,324.0287,19.686,0.93934,0.63243,71.618,65.3885,27.795,8.1359,7.5651,4
305.2402,23.9714,16.6947,0.71761,327.4973,19.7141,0.93204,0.58863,74.8148,66.4605,28.8321,7.2332,7.1197,4
246.5624,18.0195,17.4657,0.24602,252.9216,17.7182,0.97486,0.78329,55.3395,54.668,18.2098,7.9381,0,4
