Frames,CellNum,Area,CentroidX,CentroidY,MjrAxisLength,MnrAxisLength,Eccentricity,Orientation,ConvexArea,FilledArea,EquivDiameter,Solidity,Extent,Perimeter,PerimOld,ConvexPerim,FibLen,InscribeR,BlebLen,CenterX,CenterY
51,1,2141,275.196637085474,400.14245679589,122.112033268662,44.7312807866237,0.930491511400575,72.3824955747508,4909,2141,52.2111660976652,0.43613770625382,0.218871396442445,428.663,453.730014102412,315.71,152.6396484375,16.2788200378418,111.083290100098,274,413
52,1,1984,275.735887096774,403.495967741935,119.695657971777,37.8021134225857,0.948819593435354,72.1923985792414,4393,1984,50.2603945145137,0.451627589346688,0.226045345790133,405.059,428.031529292577,306.032,150.46809387207,15.5563488006592,97.0832901000977,271,415
53,1,2053,276.398928397467,406.576229907453,122.550592023299,38.6418773946231,0.948987506307733,71.8474588206526,4502,2053,51.1269086229677,0.456019546868059,0.243477229601518,416.176,438.315800540039,309.439,154.710739135742,14.7648229598999,96.0832901000977,271,417
54,1,2117,274.907888521493,408.823807274445,121.633336427716,44.7862563912456,0.929743804319024,73.5695728993623,4831,2117,51.9177052286052,0.438211550403643,0.253836930455635,431.211,455.629509039024,315.336,161.26708984375,14.1421356201172,99.4975051879883,272,420
55,1,2112,272.723484848485,413.522253787879,121.906297209807,48.0662650002606,0.918986664016459,74.3508662863913,4955,2112,51.8563585154286,0.426236125126135,0.248324514991182,462.068,487.913780286486,311.928,154.225448608398,15.2970581054688,95.4264373779297,269,425
56,1,2173,269.58996778647,414.604233778187,106.070400313187,57.3343469078267,0.841324053540457,75.8113743257552,5264,2173,52.5999004819354,0.412803951367781,0.24738160291439,407.219,430.07315985292,295.564,136.296524047852,15.5563488006592,77.7695770263672,268,424
57,1,1973,265.427774961987,415.265078560568,101.250467107507,52.7498425797677,0.853566628012826,73.3716405361392,4103,1973,50.1208701217614,0.480867657811358,0.272325741890959,349.715,369.161471607488,272.364,136.46809387207,15.2643375396729,68.5269317626953,265,425
58,1,2071,265.114437469821,417.088363109609,108.535664000104,57.4934588144403,0.848172883386722,74.2801839542752,4867,2071,51.3505510890246,0.425518800082186,0.257203179334327,407.73,432.274169979696,289.21,143.882308959961,15.5563488006592,74.6985015869141,265,426
59,1,1808,258.569137168142,426.255530973451,74.5609839005146,41.4333006694803,0.831385024432843,-59.4058201710954,2877,1808,47.9793403131095,0.628432394855753,0.410909090909091,291.038,307.705627484772,213.073,95.9828033447266,14.7648229598999,45.4558486938477,262,427
60,1,1736,255.927419354839,424.151497695853,73.5385313959805,40.25683692013,0.836854691405566,-59.3329730694827,2673,1736,47.0142940993507,0.649457538346427,0.394545454545455,273.712,289.220346110533,211.269,99.9117279052734,15.2970581054688,36.6274185180664,259,426
61,1,1814,256.165931642778,422.092061742007,72.6738200792393,43.6512944815199,0.799514522145404,-59.8013448753107,2702,1814,48.0588861101627,0.671354552183568,0.36121067303863,263.621,279.178715550191,215.679,99.8112335205078,15.2315464019775,40.9705657958984,259,423
62,1,1809,256.479823106689,418.071862907684,65.9917933505635,46.7224392464888,0.706208641441054,-61.6565560805776,2712,1809,47.9926071017809,0.667035398230089,0.454979879275654,290.765,307.705627484772,205.588,95.3259353637695,14.3178215026855,45.0416374206543,259,423
